Taxa_NCBI,domain,kingdom,phylum,class,order,family,genus,subgenus,species,subspecies,varietas,forma
1806642,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Eremophila,NA,Eremophila scoparia,NA,NA,NA
2652630,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Eremophila,NA,Eremophila shonae,NA,NA,NA
2652632,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Eremophila,NA,Eremophila simulans,NA,NA,NA
2652634,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Eremophila,NA,Eremophila spathulata,NA,NA,NA
2652635,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Eremophila,NA,Eremophila spectabilis,NA,NA,NA
2652637,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Eremophila,NA,Eremophila splendens,NA,NA,NA
2652638,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Eremophila,NA,Eremophila spuria,NA,NA,NA
2652639,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Eremophila,NA,Eremophila stenophylla,NA,NA,NA
2652640,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Eremophila,NA,Eremophila strongylophylla,NA,NA,NA
2315346,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Eremophila,NA,Eremophila sturtii,NA,NA,NA
2652641,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Eremophila,NA,Eremophila subfloccosa,NA,NA,NA
2652644,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Eremophila,NA,Eremophila subteretifolia,NA,NA,NA
2652645,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Eremophila,NA,Eremophila succinea,NA,NA,NA
2652647,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Eremophila,NA,Eremophila ternifolia,NA,NA,NA
2652648,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Eremophila,NA,Eremophila tetraptera,NA,NA,NA
2652649,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Eremophila,NA,Eremophila tietkensii,NA,NA,NA
2652650,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Eremophila,NA,Eremophila undulata,NA,NA,NA
2652652,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Eremophila,NA,Eremophila veronica,NA,NA,NA
2652654,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Eremophila,NA,Eremophila verticillata,NA,NA,NA
2652655,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Eremophila,NA,Eremophila virens,NA,NA,NA
2652656,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Eremophila,NA,Eremophila viscida,NA,NA,NA
2652658,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Eremophila,NA,Eremophila warnesii,NA,NA,NA
2652659,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Eremophila,NA,Eremophila weldii,NA,NA,NA
2651911,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Eremophila,NA,Eremophila willsii,NA,NA,NA
2652660,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Eremophila,NA,Eremophila yinnetharrensis,NA,NA,NA
2528955,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Eremophila,NA,Eremophila youngii,NA,NA,NA
255893,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Eremophila,NA,NA,NA,NA,NA
2652465,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Glycocystis,NA,Glycocystis beckeri,NA,NA,NA
86643,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Leucophyllum,NA,Leucophyllum frutescens,NA,NA,NA
1382323,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Leucophyllum,NA,Leucophyllum zygophyllum,NA,NA,NA
796002,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Myoporum,NA,Myoporum acuminatum,NA,NA,NA
2652466,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Myoporum,NA,Myoporum bateae,NA,NA,NA
1619497,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Myoporum,NA,Myoporum betcheanum,NA,NA,NA
2652467,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Myoporum,NA,Myoporum boninense,NA,NA,NA
2652468,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Myoporum,NA,Myoporum brevipes,NA,NA,NA
2652469,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Myoporum,NA,Myoporum caprarioides,NA,NA,NA
139037,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Myoporum,NA,Myoporum insulare,NA,NA,NA
133304,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Myoporum,NA,Myoporum montanum,NA,NA,NA
86640,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Myoporum,NA,Myoporum parvifolium,NA,NA,NA
796003,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Myoporum,NA,Myoporum platycarpum,NA,NA,NA
301346,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Myoporum,NA,Myoporum sandwicense,NA,NA,NA
2652470,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Myoporum,NA,Myoporum tetrandrum,NA,NA,NA
476207,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Scrophularia,NA,Scrophularia buergeriana,NA,NA,NA
764929,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Scrophularia,NA,Scrophularia marilandica,NA,NA,NA
291326,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Scrophularia,NA,Scrophularia ningpoensis,NA,NA,NA
90363,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Scrophularia,NA,Scrophularia nodosa,NA,NA,NA
1534716,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Verbascum,NA,Verbascum densiflorum,NA,NA,NA
90364,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Verbascum,NA,Verbascum nigrum,NA,NA,NA
39388,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Verbascum,NA,Verbascum thapsus,NA,NA,NA
303142,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Stilbaceae,Halleria,NA,Halleria tetragona,NA,NA,NA
324797,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Thomandersiaceae,Thomandersia,NA,Thomandersia laurifolia,NA,NA,NA
167917,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Verbenaceae,Duranta,NA,Duranta erecta,NA,NA,NA
320345,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Verbenaceae,Lippia,NA,Lippia alba,NA,NA,NA
1986359,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Verbenaceae,Lippia,NA,Lippia graveolens,NA,NA,NA
542674,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Verbenaceae,Phyla,NA,Phyla dulcis,NA,NA,NA
3015646,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Verbenaceae,Phyla,NA,Phyla scaberrima,NA,NA,NA
39376,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Verbenaceae,Stachytarpheta,NA,Stachytarpheta cayennensis,NA,NA,NA
28516,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Verbenaceae,Verbena,NA,Verbena bonariensis,NA,NA,NA
443381,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Verbenaceae,Verbena,NA,Verbena hastata,NA,NA,NA
79772,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Verbenaceae,Verbena,NA,Verbena officinalis,NA,NA,NA
2978058,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Calycanthaceae,Calycanthus,NA,Calycanthus chinensis x Calycanthus floridus,NA,NA,NA
3429,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Calycanthaceae,Calycanthus,NA,Calycanthus floridus,NA,NA,NA
883772,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Aiouea,NA,Aiouea montana,NA,NA,NA
128583,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Aiouea,NA,NA,NA,NA,NA
2803977,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Aniba,NA,Aniba canelilla,NA,NA,NA
1186080,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Aniba,NA,Aniba guianensis,NA,NA,NA
128591,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Aniba,NA,NA,NA,NA,NA
489013,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Beilschmiedia,NA,Beilschmiedia pendula,NA,NA,NA
681416,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Beilschmiedia,NA,Beilschmiedia tovarensis,NA,NA,NA
119260,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Cinnamomum,NA,Cinnamomum aromaticum,NA,NA,NA
119261,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Cinnamomum,NA,Cinnamomum burmanni,NA,NA,NA
13429,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Cinnamomum,NA,Cinnamomum camphora,NA,NA,NA
128608,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Cinnamomum,NA,Cinnamomum verum,NA,NA,NA
13428,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Cinnamomum,NA,NA,NA,NA,NA
22027,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Cryptocarya,NA,NA,NA,NA,NA
1987974,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Endlicheria,NA,Endlicheria szyszylowiczii,NA,NA,NA
128619,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Endlicheria,NA,NA,NA,NA,NA
85223,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Laurus,NA,Laurus nobilis,NA,NA,NA
85222,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Laurus,NA,NA,NA,NA,NA
545644,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Lindera,NA,Lindera aggregata,NA,NA,NA
55958,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Lindera,NA,Lindera benzoin,NA,NA,NA
155295,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Lindera,NA,Lindera obtusiloba,NA,NA,NA
344080,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Litsea,NA,Litsea monopetala,NA,NA,NA
2592283,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Mespilodaphne,NA,Mespilodaphne cymbarum,NA,NA,NA
1930869,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Nectandra,NA,Nectandra acutifolia,NA,NA,NA
489017,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Nectandra,NA,Nectandra cissiflora,NA,NA,NA
1930879,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Nectandra,NA,Nectandra laurel,NA,NA,NA
63800,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Nectandra,NA,NA,NA,NA,NA
684742,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Neocinnamomum,NA,Neocinnamomum delavayi,NA,NA,NA
128655,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Neolitsea,NA,Neolitsea sericea,NA,NA,NA
397188,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Ocotea,NA,Ocotea aciphylla,NA,NA,NA
489020,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Ocotea,NA,Ocotea cernua,NA,NA,NA
489021,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Ocotea,NA,Ocotea floribunda,NA,NA,NA
489022,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Ocotea,NA,Ocotea oblonga,NA,NA,NA
489023,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Ocotea,NA,Ocotea puberula,NA,NA,NA
1930895,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Ocotea,NA,Ocotea purpurea,NA,NA,NA
489024,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Ocotea,NA,Ocotea whitei,NA,NA,NA
63801,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Ocotea,NA,NA,NA,NA,NA
3435,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Persea,NA,Persea americana,NA,NA,NA
590021,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Persea,NA,Persea areolatocostae,NA,NA,NA
590031,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Persea,NA,Persea sphaerocarpa,NA,NA,NA
590033,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Persea,NA,Persea subcordata,NA,NA,NA
3434,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Persea,NA,NA,NA,NA,NA
1981914,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Phoebe,NA,Phoebe tavoyana,NA,NA,NA
2592314,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Pleurothyrium,NA,Pleurothyrium trianae,NA,NA,NA
128688,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Pleurothyrium,NA,NA,NA,NA,NA
158524,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Rhodostemonodaphne,NA,Rhodostemonodaphne kunthiana,NA,NA,NA
128699,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Rhodostemonodaphne,NA,Rhodostemonodaphne recurva,NA,NA,NA
46945,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Sassafras,NA,Sassafras albidum,NA,NA,NA
74952,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Monimiaceae,Mollinedia,NA,Mollinedia ovata,NA,NA,NA
74951,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Monimiaceae,Mollinedia,NA,NA,NA,NA,NA
63812,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Monimiaceae,Peumus,NA,Peumus boldus,NA,NA,NA
74960,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Monimiaceae,Tambourissa,NA,Tambourissa amplifolia,NA,NA,NA
141953,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Siparunaceae,Siparuna,NA,Siparuna bifida,NA,NA,NA
74957,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Siparunaceae,Siparuna,NA,Siparuna guianensis,NA,NA,NA
74959,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Siparunaceae,Siparuna,NA,Siparuna thecaphora,NA,NA,NA
198669,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Liliales,Alstroemeriaceae,Alstroemeria,NA,Alstroemeria angustifolia,NA,NA,NA
13444,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Liliales,Colchicaceae,Colchicum,NA,NA,NA,NA,NA
225788,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Liliales,Colchicaceae,Disporum,NA,Disporum flavens,NA,NA,NA
108544,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Liliales,Liliaceae,Fritillaria,NA,Fritillaria cirrhosa,NA,NA,NA
108546,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Liliales,Liliaceae,Fritillaria,NA,Fritillaria thunbergii,NA,NA,NA
82312,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Liliales,Liliaceae,Lilium,NA,Lilium brownii,NA,NA,NA
82318,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Liliales,Liliaceae,Lilium,NA,Lilium hansonii,NA,NA,NA
79002,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Liliales,Liliaceae,Lilium,NA,Lilium lancifolium,NA,NA,NA
55185,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Liliales,Melanthiaceae,Paris,NA,Paris verticillata,NA,NA,NA
203100,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Liliales,Melanthiaceae,Veratrum,NA,Veratrum nigrum,NA,NA,NA
4707,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Liliales,Smilacaceae,Lapageria,NA,Lapageria rosea,NA,NA,NA
49657,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Liliales,Smilacaceae,Smilax,NA,Smilax china,NA,NA,NA
1045145,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Liliales,Smilacaceae,Smilax,NA,Smilax ferox,NA,NA,NA
49656,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Liliales,Smilacaceae,Smilax,NA,NA,NA,NA,NA
287593,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Annonaceae,Anaxagorea,NA,Anaxagorea panamensis,NA,NA,NA
502527,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Annonaceae,Annona,NA,Annona amazonica,NA,NA,NA
502528,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Annonaceae,Annona,NA,Annona bicolor,NA,NA,NA
49314,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Annonaceae,Annona,NA,Annona cherimola,NA,NA,NA
1775857,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Annonaceae,Annona,NA,Annona coriacea,NA,NA,NA
2029787,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Annonaceae,Annona,NA,Annona emarginata,NA,NA,NA
13337,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Annonaceae,Annona,NA,Annona muricata,NA,NA,NA
13336,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Annonaceae,Annona,NA,NA,NA,NA,NA
2109291,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Annonaceae,Anonidium,NA,Anonidium mannii,NA,NA,NA
225833,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Annonaceae,Artabotrys,NA,Artabotrys hexapetalus,NA,NA,NA
12953,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Annonaceae,Asimina,NA,Asimina triloba,NA,NA,NA
941537,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Annonaceae,Cananga,NA,Cananga brandisiana,NA,NA,NA
1202404,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Annonaceae,Dasymaschalon,NA,Dasymaschalon rostratum,NA,NA,NA
681431,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Annonaceae,Desmopsis,NA,Desmopsis panamensis,NA,NA,NA
2834525,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Annonaceae,Duguetia,NA,Duguetia flagellaris,NA,NA,NA
2072239,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Annonaceae,Duguetia,NA,Duguetia lanceolata,NA,NA,NA
294156,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Annonaceae,Duguetia,NA,Duguetia marcgraviana,NA,NA,NA
294170,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Annonaceae,Duguetia,NA,Duguetia stelechantha,NA,NA,NA
294171,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Annonaceae,Duguetia,NA,Duguetia surinamensis,NA,NA,NA
294142,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Annonaceae,Duguetia,NA,NA,NA,NA,NA
306960,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Annonaceae,Fusaea,NA,Fusaea longifolia,NA,NA,NA
1441986,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Annonaceae,Goniothalamus,NA,Goniothalamus gabriacianus,NA,NA,NA
497608,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Annonaceae,Goniothalamus,NA,Goniothalamus marcanii,NA,NA,NA
295159,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Annonaceae,Guatteria,NA,Guatteria dumetorum,NA,NA,NA
295183,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Annonaceae,Guatteria,NA,Guatteria punctata,NA,NA,NA
295145,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Annonaceae,Guatteria,NA,NA,NA,NA,NA
235784,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Annonaceae,Oxandra,NA,Oxandra espintana,NA,NA,NA
296862,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Annonaceae,Unonopsis,NA,NA,NA,NA,NA
1005656,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Annonaceae,Xylopia,NA,Xylopia benthamii,NA,NA,NA
306916,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Annonaceae,Xylopia,NA,Xylopia frutescens,NA,NA,NA
681506,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Annonaceae,Xylopia,NA,Xylopia macrantha,NA,NA,NA
49863,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Eupomatiaceae,Eupomatia,NA,Eupomatia laurina,NA,NA,NA
3415,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Magnoliaceae,Liriodendron,NA,Liriodendron tulipifera,NA,NA,NA
85855,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,NA,Magnolia delavayi,NA,NA,NA
85856,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,NA,Magnolia denudata,NA,NA,NA
3406,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,NA,Magnolia grandiflora,NA,NA,NA
54732,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,NA,Magnolia kobus,NA,NA,NA
349509,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,NA,Magnolia obovata,NA,NA,NA
85864,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,NA,Magnolia officinalis,NA,NA,NA
3412,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,NA,Magnolia virginiana,NA,NA,NA
3402,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,NA,NA,NA,NA,NA
1489672,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Myristicaceae,Knema,NA,Knema globularia,NA,NA,NA
13582,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Myristicaceae,Knema,NA,NA,NA,NA,NA
51089,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Myristicaceae,Myristica,NA,Myristica fragrans,NA,NA,NA
51088,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Myristicaceae,Myristica,NA,NA,NA,NA,NA
224908,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Myristicaceae,Staudtia,NA,Staudtia kamerunensis,NA,NA,NA
224866,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Myristicaceae,Virola,NA,Virola sebifera,NA,NA,NA
224865,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Myristicaceae,Virola,NA,NA,NA,NA,NA
2708920,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Achariaceae,Caloncoba,NA,Caloncoba welwitschii,NA,NA,NA
467743,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Achariaceae,Hydnocarpus,NA,Hydnocarpus castaneus,NA,NA,NA
280748,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Calophyllaceae,Calophyllum,NA,Calophyllum brasiliense,NA,NA,NA
158927,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Calophyllaceae,Calophyllum,NA,Calophyllum inophyllum,NA,NA,NA
158928,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Calophyllaceae,Calophyllum,NA,Calophyllum longifolium,NA,NA,NA
