file_usi,MassIVE,Filename,Category,node_id
mzspec:MSV000095003:P6_D5_220,MSV000095003,P6_D5_220.mzML,Root > Personal Care > Cosmetics > Bath & Body > Body Wash > Feminine hygiene,Feminine hygiene
mzspec:MSV000095003:P6_D6_154,MSV000095003,P6_D6_154.mzML,Root > Personal Care > Cosmetics > Skin Care > Facial Cleanser,Facial Cleanser
mzspec:MSV000095003:P6_D7_200,MSV000095003,P6_D7_200.mzML,Root > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,Lotion & Moisturizer
mzspec:MSV000095003:P6_D8_221,MSV000095003,P6_D8_221.mzML,Root > Personal Care > Cosmetics > Skin Care > Facial Cleanser,Facial Cleanser
mzspec:MSV000095003:P6_D9_142,MSV000095003,P6_D9_142.mzML,Root > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo,Shampoo
mzspec:MSV000095003:P6_E10_B1,MSV000095003,P6_E10_B1.mzML,Root > Blank > Method Blank,Method Blank
mzspec:MSV000095003:P6_E11_B2,MSV000095003,P6_E11_B2.mzML,Root > Blank > Method Blank,Method Blank
mzspec:MSV000095003:P6_E12_B3,MSV000095003,P6_E12_B3.mzML,Root > Blank > Method Blank,Method Blank
mzspec:MSV000095003:P6_E1_385,MSV000095003,P6_E1_385.mzML,Root > Personal Care > Cosmetics > Bath & Body > Body Wash,Body Wash
mzspec:MSV000095003:P6_E2_418,MSV000095003,P6_E2_418.mzML,Root > Personal Care > Cosmetics > Skin Care > Sunscreen,Sunscreen
mzspec:MSV000095003:P6_E4_422,MSV000095003,P6_E4_422.mzML,Root > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo,Shampoo
mzspec:MSV000095003:P6_E5_447,MSV000095003,P6_E5_447.mzML,Root > Personal Care > Oral Care > Toothpaste,Toothpaste
mzspec:MSV000095003:P6_E6_423,MSV000095003,P6_E6_423.mzML,Root > Personal Care > Hair Care > Shampoo & Conditioner > Conditioner,Conditioner
mzspec:MSV000095003:P6_E8_455,MSV000095003,P6_E8_455.mzML,Root > Personal Care > Cosmetics > Skin Care > Sunscreen,Sunscreen
mzspec:MSV000095003:P6_E9_437,MSV000095003,P6_E9_437.mzML,Root > Personal Care > Cosmetics > Skin Care > Sunscreen,Sunscreen
mzspec:MSV000095003:P7_A10_225,MSV000095003,P7_A10_225.mzML,Root > Personal Care > Cosmetics > Skin Care > Sunscreen,Sunscreen
mzspec:MSV000095003:P7_A11_207,MSV000095003,P7_A11_207.mzML,Root > Personal Care > Cosmetics > Bath & Body > Moisturizer,Moisturizer
mzspec:MSV000095003:P7_A12_195,MSV000095003,P7_A12_195.mzML,Root > Personal Care > Cosmetics > Bath & Body > Moisturizer,Moisturizer
mzspec:MSV000095003:P7_A1_438,MSV000095003,P7_A1_438.mzML,Root > Personal Care > Cosmetics > Skin Care > Sunscreen,Sunscreen
mzspec:MSV000095003:P7_A2_446,MSV000095003,P7_A2_446.mzML,Root > Personal Care > Cosmetics > Skin Care > Sunscreen,Sunscreen
mzspec:MSV000095003:P7_A3_435,MSV000095003,P7_A3_435.mzML,Root > Personal Care > Cosmetics > Skin Care > Sunscreen,Sunscreen
mzspec:MSV000095003:P7_A4_433,MSV000095003,P7_A4_433.mzML,Root > Personal Care > Cosmetics > Skin Care > Sunscreen,Sunscreen
mzspec:MSV000095003:P7_A5_436,MSV000095003,P7_A5_436.mzML,Root > Personal Care > Pest Control > Repellents,Repellents
mzspec:MSV000095003:P7_A6_434,MSV000095003,P7_A6_434.mzML,Root > Personal Care > Cosmetics > Skin Care > Sunscreen,Sunscreen
mzspec:MSV000095003:P7_A7_449,MSV000095003,P7_A7_449.mzML,Root > Personal Care > Cosmetics > Skin Care > Sunscreen,Sunscreen
mzspec:MSV000095003:P7_A8_439,MSV000095003,P7_A8_439.mzML,Root > Personal Care > Pest Control > Repellents,Repellents
mzspec:MSV000095003:P7_A9_226,MSV000095003,P7_A9_226.mzML,Root > Personal Care > Hair Care > Shampoo & Conditioner > Conditioner,Conditioner
mzspec:MSV000095003:P7_B10_612,MSV000095003,P7_B10_612.mzML,Root > Personal Care > Cosmetics > Skin Care,Skin Care
mzspec:MSV000095003:P7_B11_71,MSV000095003,P7_B11_71.mzML,Root > Personal Care > Cosmetics > Skin Care > Serum,Serum
mzspec:MSV000095003:P7_B12_60,MSV000095003,P7_B12_60.mzML,Root > Personal Care > Cosmetics > Skin Care > Serum,Serum
mzspec:MSV000095003:P7_B1_183,MSV000095003,P7_B1_183.mzML,Root > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo,Shampoo
mzspec:MSV000095003:P7_C1_B1,MSV000095003,P7_C1_B1.mzML,Root > Blank > Method Blank,Method Blank
mzspec:MSV000095003:P7_C2_B2,MSV000095003,P7_C2_B2.mzML,Root > Blank > Method Blank,Method Blank
mzspec:MSV000095003:P7_C3_B3,MSV000095003,P7_C3_B3.mzML,Root > Blank > Method Blank,Method Blank
mzspec:MSV000095003:P7_C4_7,MSV000095003,P7_C4_7.mzML,Root > Personal Care > Hair Care > Shampoo & Conditioner > Conditioner,Conditioner
mzspec:MSV000095003:P7_C5_B1,MSV000095003,P7_C5_B1.mzML,Root > Blank > Method Blank,Method Blank
mzspec:MSV000095003:P7_C6_B2,MSV000095003,P7_C6_B2.mzML,Root > Blank > Method Blank,Method Blank
mzspec:MSV000095003:P7_C7_B3,MSV000095003,P7_C7_B3.mzML,Root > Blank > Method Blank,Method Blank
mzspec:MSV000095003:P7_D10_670,MSV000095003,P7_D10_670.mzML,Root > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,Lotion & Moisturizer
mzspec:MSV000095003:P7_D11_12,MSV000095003,P7_D11_12.mzML,Root > Personal Care > Cosmetics > Skin Care > Skin Care Masks & Peels,Skin Care Masks & Peels
mzspec:MSV000095003:P7_D12_9,MSV000095003,P7_D12_9.mzML,Root > Personal Care > Cosmetics > Skin Care > Sunscreen,Sunscreen
mzspec:MSV000095003:P7_D1_245,MSV000095003,P7_D1_245.mzML,Root > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,Lotion & Moisturizer
mzspec:MSV000095003:P7_D2_750,MSV000095003,P7_D2_750.mzML,Root > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,Lotion & Moisturizer
mzspec:MSV000095003:P7_D3_240,MSV000095003,P7_D3_240.mzML,Health & Beauty > Personal Care > Cosmetics > Skin Care > Serum,Serum
mzspec:MSV000095003:P7_D4_753,MSV000095003,P7_D4_753.mzML,Root > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,Lotion & Moisturizer
mzspec:MSV000095003:P7_D5_37,MSV000095003,P7_D5_37.mzML,Root > Personal Care > Cosmetics > Skin Care > Sunscreen,Sunscreen
mzspec:MSV000095003:P7_D6_694,MSV000095003,P7_D6_694.mzML,Root > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,Lotion & Moisturizer
mzspec:MSV000095003:P7_D7_666,MSV000095003,P7_D7_666.mzML,Root > Personal Care > Cosmetics > Skin Care > Serum,Serum
mzspec:MSV000095003:P7_D8_678,MSV000095003,P7_D8_678.mzML,Root > Personal Care > Cosmetics > Bath & Body > Moisturizer > Eye cream,Eye cream
mzspec:MSV000095003:P7_D9_751,MSV000095003,P7_D9_751.mzML,Root > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,Lotion & Moisturizer
mzspec:MSV000095003:P7_E10_5,MSV000095003,P7_E10_5.mzML,Root > Personal Care > Cosmetics > Bath & Body > Body Wash,Body Wash
mzspec:MSV000095003:P7_E11_665,MSV000095003,P7_E11_665.mzML,Root > Personal Care > Cosmetics > Skin Care > Facial Cleanser,Facial Cleanser
mzspec:MSV000095003:P7_E12_696,MSV000095003,P7_E12_696.mzML,Root > Personal Care > Cosmetics > Skin Care > Facial Cleanser,Facial Cleanser
mzspec:MSV000095003:P7_E1_698,MSV000095003,P7_E1_698.mzML,Root > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,Lotion & Moisturizer
mzspec:MSV000095003:P7_E2_4,MSV000095003,P7_E2_4.mzML,Root > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo,Shampoo
mzspec:MSV000095003:P7_E3_13,MSV000095003,P7_E3_13.mzML,Root > Personal Care > Oral Care > Toothpaste,Toothpaste
mzspec:MSV000095003:P7_E4_11,MSV000095003,P7_E4_11.mzML,Root > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,Lotion & Moisturizer
mzspec:MSV000095003:P7_E5_8,MSV000095003,P7_E5_8.mzML,Root > Personal Care > Hair Care > Shampoo & Conditioner > Conditioner,Conditioner
mzspec:MSV000095003:P7_E6_677,MSV000095003,P7_E6_677.mzML,Root > Personal Care > Cosmetics > Skin Care > Skin Care Masks & Peels,Skin Care Masks & Peels
mzspec:MSV000095003:P7_E7_729,MSV000095003,P7_E7_729.mzML,Root > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,Lotion & Moisturizer
mzspec:MSV000095003:P7_E8_623,MSV000095003,P7_E8_623.mzML,Root > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,Lotion & Moisturizer
mzspec:MSV000095003:P7_E9_711,MSV000095003,P7_E9_711.mzML,Root > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,Lotion & Moisturizer
mzspec:MSV000095003:P7_F10_661,MSV000095003,P7_F10_661.mzML,Root > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,Lotion & Moisturizer
mzspec:MSV000095003:P7_F11_682,MSV000095003,P7_F11_682.mzML,Root > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,Lotion & Moisturizer
mzspec:MSV000095003:P7_F12_663,MSV000095003,P7_F12_663.mzML,Root > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,Lotion & Moisturizer
mzspec:MSV000095003:P7_F1_667,MSV000095003,P7_F1_667.mzML,Root > Personal Care > Cosmetics > Bath & Body > Body Wash,Body Wash
mzspec:MSV000095003:P7_F2_679,MSV000095003,P7_F2_679.mzML,Root > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,Lotion & Moisturizer
mzspec:MSV000095003:P7_F3_17,MSV000095003,P7_F3_17.mzML,Root > Personal Care > Hair Care > Hair Repair > Hair Oil,Hair Oil
mzspec:MSV000095003:P7_F4_14,MSV000095003,P7_F4_14.mzML,Root > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,Lotion & Moisturizer
mzspec:MSV000095003:P7_F5_652,MSV000095003,P7_F5_652.mzML,Root > Personal Care > Cosmetics > Skin Care > Serum,Serum
mzspec:MSV000095003:P7_F6_651,MSV000095003,P7_F6_651.mzML,Root > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,Lotion & Moisturizer
mzspec:MSV000095003:P7_F7_684,MSV000095003,P7_F7_684.mzML,Root > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,Lotion & Moisturizer
mzspec:MSV000095003:P7_F8_727,MSV000095003,P7_F8_727.mzML,Root > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo,Shampoo
mzspec:MSV000095003:P7_F9_714,MSV000095003,P7_F9_714.mzML,Root > Personal Care > Cosmetics > Bath & Body > Body Wash,Body Wash
mzspec:MSV000095003:P7_G10_664,MSV000095003,P7_G10_664.mzML,Root > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,Lotion & Moisturizer
mzspec:MSV000095003:P7_G11_650,MSV000095003,P7_G11_650.mzML,Root > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,Lotion & Moisturizer
mzspec:MSV000095003:P7_G12_716,MSV000095003,P7_G12_716.mzML,Root > Personal Care > Cosmetics > Skin Care > Fluid > Anti Aging,Anti Aging
mzspec:MSV000095003:P7_G1_752,MSV000095003,P7_G1_752.mzML,Root > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,Lotion & Moisturizer
mzspec:MSV000095003:P7_G2_248,MSV000095003,P7_G2_248.mzML,Root > Personal Care > Cosmetics > Skin Care > Sunscreen,Sunscreen
mzspec:MSV000095003:P7_G3_674,MSV000095003,P7_G3_674.mzML,Root > Personal Care > Cosmetics > Skin Care > Sunscreen,Sunscreen
mzspec:MSV000095003:P7_G4_655,MSV000095003,P7_G4_655.mzML,Root > Personal Care > Cosmetics > Skin Care > Sunscreen,Sunscreen
mzspec:MSV000095003:P7_G5_713,MSV000095003,P7_G5_713.mzML,Root > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,Lotion & Moisturizer
mzspec:MSV000095003:P7_G6_10,MSV000095003,P7_G6_10.mzML,Root > Personal Care > Cosmetics > Skin Care > Facial Cleanser,Facial Cleanser
mzspec:MSV000095003:P7_G7_16,MSV000095003,P7_G7_16.mzML,Root > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,Lotion & Moisturizer
mzspec:MSV000095003:P7_G8_702,MSV000095003,P7_G8_702.mzML,Root > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,Lotion & Moisturizer
mzspec:MSV000095003:P7_G9_697,MSV000095003,P7_G9_697.mzML,Root > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,Lotion & Moisturizer
